NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_DENSE_CORE_GRANULE	GOCC_DENSE_CORE_GRANULE		23	0.42381465	1.2452103	0.19471948	0.45526463	1.0	5097	tags=57%, list=30%, signal=81%	
GOCC_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GOCC_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE		32	0.39395946	1.23332	0.16845877	0.47145215	1.0	2432	tags=28%, list=15%, signal=33%	
GOCC_TRANS_GOLGI_NETWORK	GOCC_TRANS_GOLGI_NETWORK		223	0.289627	1.2301441	0.115384616	0.4663749	1.0	2294	tags=21%, list=14%, signal=24%	
GOCC_LYSOSOMAL_LUMEN	GOCC_LYSOSOMAL_LUMEN		19	0.469311	1.2269888	0.22095238	0.46184304	1.0	2982	tags=47%, list=18%, signal=58%	
GOCC_MULTIVESICULAR_BODY	GOCC_MULTIVESICULAR_BODY		50	0.3552876	1.2208031	0.14955357	0.46429086	1.0	1442	tags=20%, list=9%, signal=22%	
GOCC_CLATHRIN_COAT_OF_COATED_PIT	GOCC_CLATHRIN_COAT_OF_COATED_PIT		16	0.45969102	1.214155	0.22649573	0.46839526	1.0	991	tags=25%, list=6%, signal=27%	
GOCC_VACUOLAR_MEMBRANE	GOCC_VACUOLAR_MEMBRANE		227	0.2960792	1.2092102	0.1286031	0.46891293	1.0	1319	tags=19%, list=8%, signal=21%	
GOCC_LYTIC_VACUOLE_MEMBRANE	GOCC_LYTIC_VACUOLE_MEMBRANE		182	0.295335	1.2006207	0.12471132	0.4774442	1.0	1293	tags=19%, list=8%, signal=21%	
GOCC_VACUOLAR_LUMEN	GOCC_VACUOLAR_LUMEN		23	0.4314568	1.2002146	0.24714829	0.4671194	1.0	2982	tags=39%, list=18%, signal=48%	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION		54	0.32911962	1.1981454	0.16438356	0.46112007	1.0	457	tags=13%, list=3%, signal=13%	
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE		137	0.2876657	1.1961349	0.14900154	0.4557345	1.0	1169	tags=12%, list=7%, signal=12%	
GOCC_INFLAMMASOME_COMPLEX	GOCC_INFLAMMASOME_COMPLEX		17	0.43245554	1.189785	0.22991072	0.4601732	1.0	1175	tags=29%, list=7%, signal=32%	
GOCC_AUTOPHAGOSOME	GOCC_AUTOPHAGOSOME		86	0.31484053	1.1751833	0.189011	0.48517787	1.0	1088	tags=15%, list=6%, signal=16%	
GOCC_PROTEIN_LIPID_COMPLEX	GOCC_PROTEIN_LIPID_COMPLEX		34	0.3600454	1.1696827	0.23160173	0.48852673	1.0	1555	tags=24%, list=9%, signal=26%	
GOCC_TERMINAL_BOUTON	GOCC_TERMINAL_BOUTON		46	0.3367696	1.1568179	0.216	0.5099524	1.0	2872	tags=35%, list=17%, signal=42%	
GOCC_ENDOSOME_MEMBRANE	GOCC_ENDOSOME_MEMBRANE		260	0.26998237	1.1548597	0.15433404	0.5047472	1.0	2109	tags=23%, list=13%, signal=26%	
GOCC_SECRETORY_GRANULE_MEMBRANE	GOCC_SECRETORY_GRANULE_MEMBRANE		66	0.31493625	1.145854	0.22056074	0.51752484	1.0	2408	tags=26%, list=14%, signal=30%	
GOCC_PROTEASOME_ACCESSORY_COMPLEX	GOCC_PROTEASOME_ACCESSORY_COMPLEX		25	0.42975527	1.1416445	0.28629857	0.51802874	1.0	1353	tags=24%, list=8%, signal=26%	
GOCC_SECRETORY_VESICLE	GOCC_SECRETORY_VESICLE		441	0.2503897	1.1367297	0.14624506	0.5205258	1.0	2450	tags=21%, list=15%, signal=24%	
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE		45	0.33401695	1.1362989	0.26220614	0.5118641	1.0	2432	tags=24%, list=15%, signal=29%	
GOCC_CYTOSOLIC_REGION	GOCC_CYTOSOLIC_REGION		38	0.3358522	1.1211606	0.26027396	0.54000217	1.0	960	tags=16%, list=6%, signal=17%	
GOCC_NUCLEAR_INNER_MEMBRANE	GOCC_NUCLEAR_INNER_MEMBRANE		39	0.33612198	1.1188715	0.27530363	0.5359806	1.0	775	tags=13%, list=5%, signal=13%	
GOCC_EXOCYTIC_VESICLE	GOCC_EXOCYTIC_VESICLE		210	0.2617883	1.1185744	0.21521336	0.5274821	1.0	2848	tags=25%, list=17%, signal=30%	
GOCC_INTEGRIN_COMPLEX	GOCC_INTEGRIN_COMPLEX		34	0.33955413	1.1153138	0.27710843	0.5263014	1.0	1303	tags=21%, list=8%, signal=22%	
GOCC_GOLGI_MEDIAL_CISTERNA	GOCC_GOLGI_MEDIAL_CISTERNA		18	0.39368284	1.1132623	0.30526316	0.5222911	1.0	1259	tags=22%, list=8%, signal=24%	
GOCC_BRUSH_BORDER_MEMBRANE	GOCC_BRUSH_BORDER_MEMBRANE		57	0.30729795	1.1092691	0.28	0.5228061	1.0	975	tags=14%, list=6%, signal=15%	
GOCC_EARLY_ENDOSOME	GOCC_EARLY_ENDOSOME		315	0.2539663	1.1080606	0.20187794	0.51707494	1.0	2524	tags=26%, list=15%, signal=30%	
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT		280	0.25396156	1.0966669	0.22985782	0.5369941	1.0	1995	tags=18%, list=12%, signal=20%	
GOCC_RUFFLE_MEMBRANE	GOCC_RUFFLE_MEMBRANE		70	0.29815996	1.0927774	0.28361344	0.5376053	1.0	1345	tags=16%, list=8%, signal=17%	
GOCC_P_BODY	GOCC_P_BODY		82	0.29095677	1.0920483	0.29959515	0.53082925	1.0	1281	tags=18%, list=8%, signal=20%	
GOCC_DNA_PACKAGING_COMPLEX	GOCC_DNA_PACKAGING_COMPLEX		109	0.30465233	1.0892847	0.3176734	0.5293979	1.0	1930	tags=22%, list=12%, signal=25%	
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE		33	0.32274103	1.0643618	0.3312102	0.58189386	1.0	1035	tags=15%, list=6%, signal=16%	
GOCC_PERIKARYON	GOCC_PERIKARYON		101	0.27214852	1.0625479	0.33796296	0.5779376	1.0	1898	tags=13%, list=11%, signal=14%	
GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE		148	0.2707023	1.0618573	0.31306306	0.57109517	1.0	1264	tags=16%, list=8%, signal=17%	
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX		21	0.3557735	1.0539454	0.34655532	0.5830843	1.0	1251	tags=19%, list=7%, signal=21%	
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE		96	0.26502755	1.0477092	0.38291606	0.5904081	1.0	993	tags=9%, list=6%, signal=10%	
GOCC_IMMUNOGLOBULIN_COMPLEX	GOCC_IMMUNOGLOBULIN_COMPLEX		25	0.3676361	1.0377223	0.39782608	0.6077152	1.0	3532	tags=32%, list=21%, signal=40%	
GOCC_SECRETORY_GRANULE	GOCC_SECRETORY_GRANULE		275	0.2352492	1.0344522	0.37304688	0.60711306	1.0	2450	tags=20%, list=15%, signal=23%	
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE		77	0.2693998	1.0286027	0.3922204	0.61344546	1.0	672	tags=9%, list=4%, signal=9%	
GOCC_INCLUSION_BODY	GOCC_INCLUSION_BODY		71	0.2759327	1.0204204	0.39310345	0.6258992	1.0	3115	tags=38%, list=19%, signal=47%	
GOCC_SYNAPTIC_VESICLE_MEMBRANE	GOCC_SYNAPTIC_VESICLE_MEMBRANE		87	0.26935568	1.019961	0.38907284	0.61844426	1.0	2432	tags=22%, list=15%, signal=25%	
GOCC_SPERM_PRINCIPAL_PIECE	GOCC_SPERM_PRINCIPAL_PIECE		21	0.33484653	1.0181811	0.42151675	0.6149884	1.0	1964	tags=24%, list=12%, signal=27%	
GOCC_MICROTUBULE_END	GOCC_MICROTUBULE_END		33	0.3281935	1.0120498	0.46092185	0.6228292	1.0	2474	tags=27%, list=15%, signal=32%	
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE	GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE		15	0.3865433	1.0068781	0.46258503	0.62825006	1.0	672	tags=13%, list=4%, signal=14%	
GOCC_HETEROCHROMATIN	GOCC_HETEROCHROMATIN		94	0.26882663	0.99955976	0.42505592	0.6393402	1.0	3104	tags=29%, list=19%, signal=35%	
GOCC_RIBBON_SYNAPSE	GOCC_RIBBON_SYNAPSE		21	0.34299922	0.9988993	0.4681725	0.6330029	1.0	458	tags=14%, list=3%, signal=15%	
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	GOCC_PEPTIDASE_INHIBITOR_COMPLEX		18	0.38462725	0.99686486	0.45861298	0.6301955	1.0	526	tags=22%, list=3%, signal=23%	
GOCC_MYOFILAMENT	GOCC_MYOFILAMENT		23	0.34233162	0.98370826	0.4970588	0.65585226	1.0	3782	tags=30%, list=23%, signal=39%	
GOCC_CLATHRIN_COAT	GOCC_CLATHRIN_COAT		46	0.2935612	0.9806824	0.47736627	0.65579116	1.0	991	tags=15%, list=6%, signal=16%	
GOCC_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	GOCC_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE		16	0.35259667	0.9665422	0.4950298	0.6842314	1.0	3765	tags=38%, list=22%, signal=48%	
GOCC_EXCITATORY_SYNAPSE	GOCC_EXCITATORY_SYNAPSE		52	0.2694441	0.9628474	0.48994514	0.6860538	1.0	3231	tags=21%, list=19%, signal=26%	
GOCC_NUCLEAR_SPECK	GOCC_NUCLEAR_SPECK		326	0.22571672	0.9543993	0.54357797	0.6995541	1.0	2678	tags=22%, list=16%, signal=26%	
GOCC_XY_BODY	GOCC_XY_BODY		20	0.34143484	0.9463219	0.5165049	0.71224886	1.0	3506	tags=40%, list=21%, signal=51%	
GOCC_GAP_JUNCTION	GOCC_GAP_JUNCTION		19	0.35032123	0.94508797	0.53235906	0.7073102	1.0	2948	tags=21%, list=18%, signal=26%	
GOCC_PRONUCLEUS	GOCC_PRONUCLEUS		21	0.34379476	0.94472116	0.53222454	0.70032394	1.0	3268	tags=38%, list=20%, signal=47%	
GOCC_POSTSYNAPTIC_CYTOSOL	GOCC_POSTSYNAPTIC_CYTOSOL		25	0.30756524	0.93842494	0.58426964	0.7091933	1.0	960	tags=16%, list=6%, signal=17%	
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX		27	0.30101982	0.93376493	0.5771028	0.7134745	1.0	2273	tags=26%, list=14%, signal=30%	
GOCC_AGGRESOME	GOCC_AGGRESOME		32	0.28468785	0.9213939	0.56796116	0.7375377	1.0	3115	tags=38%, list=19%, signal=46%	
GOCC_PHAGOPHORE_ASSEMBLY_SITE	GOCC_PHAGOPHORE_ASSEMBLY_SITE		33	0.2834539	0.9192841	0.5890411	0.73490417	1.0	941	tags=12%, list=6%, signal=13%	
GOCC_NEURON_PROJECTION_CYTOPLASM	GOCC_NEURON_PROJECTION_CYTOPLASM		34	0.28421262	0.9124798	0.62795275	0.74442947	1.0	2342	tags=26%, list=14%, signal=31%	
GOCC_PCG_PROTEIN_COMPLEX	GOCC_PCG_PROTEIN_COMPLEX		45	0.2717277	0.90879226	0.6042654	0.7461608	1.0	2984	tags=24%, list=18%, signal=30%	
GOCC_PERICENTRIC_HETEROCHROMATIN	GOCC_PERICENTRIC_HETEROCHROMATIN		28	0.31633192	0.90407616	0.6213152	0.75006336	1.0	2532	tags=32%, list=15%, signal=38%	
GOCC_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANSPORT_VESICLE_MEMBRANE		125	0.22224896	0.8922624	0.67525774	0.77176154	1.0	2432	tags=20%, list=15%, signal=23%	
GOCC_CENTRIOLAR_SATELLITE	GOCC_CENTRIOLAR_SATELLITE		94	0.22181848	0.8710439	0.73882353	0.8164983	1.0	1227	tags=12%, list=7%, signal=13%	
GOCC_PROTEASOME_COMPLEX	GOCC_PROTEASOME_COMPLEX		62	0.28987998	0.86906	0.6247379	0.8132196	1.0	3162	tags=32%, list=19%, signal=40%	
GOCC_CILIARY_ROOTLET	GOCC_CILIARY_ROOTLET		15	0.32670835	0.8612667	0.6682135	0.82386106	1.0	1392	tags=27%, list=8%, signal=29%	
GOCC_MICROTUBULE_PLUS_END	GOCC_MICROTUBULE_PLUS_END		24	0.29509532	0.85959345	0.655102	0.8196758	1.0	2474	tags=29%, list=15%, signal=34%	
GOCC_RECYCLING_ENDOSOME_MEMBRANE	GOCC_RECYCLING_ENDOSOME_MEMBRANE		49	0.2369474	0.83913076	0.76876265	0.8584982	1.0	2856	tags=29%, list=17%, signal=34%	
GOCC_MEMBRANE_COAT	GOCC_MEMBRANE_COAT		93	0.2256169	0.838795	0.7826087	0.85080993	1.0	1445	tags=14%, list=9%, signal=15%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	GOCC_INTRACILIARY_TRANSPORT_PARTICLE		27	0.26943764	0.8365247	0.73333335	0.84766	1.0	4415	tags=44%, list=26%, signal=60%	
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE		17	0.2936565	0.83522326	0.6984127	0.8424147	1.0	261	tags=6%, list=2%, signal=6%	
GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		163	0.22513439	0.83411247	0.7361111	0.8369428	1.0	3125	tags=32%, list=19%, signal=39%	
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK		26	0.27016804	0.81402415	0.77932405	0.8708706	1.0	3202	tags=35%, list=19%, signal=43%	
GOCC_REPLICATION_FORK	GOCC_REPLICATION_FORK		69	0.22811621	0.80828273	0.82211536	0.873749	1.0	3434	tags=33%, list=21%, signal=42%	
GOCC_ESC_E_Z_COMPLEX	GOCC_ESC_E_Z_COMPLEX		16	0.29413635	0.7925411	0.73963135	0.89426947	1.0	3514	tags=31%, list=21%, signal=40%	
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	GOCC_CYTOPLASMIC_DYNEIN_COMPLEX		18	0.28974217	0.78404725	0.7721519	0.9010305	1.0	3404	tags=39%, list=20%, signal=49%	
GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX		41	0.22994539	0.7796421	0.864486	0.8996437	1.0	1445	tags=17%, list=9%, signal=19%	
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE		17	0.26946804	0.7481686	0.82758623	0.93725187	1.0	946	tags=18%, list=6%, signal=19%	
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX		21	0.2542957	0.733757	0.85333335	0.9466628	1.0	2060	tags=14%, list=12%, signal=16%	
GOCC_SPINDLE_MICROTUBULE	GOCC_SPINDLE_MICROTUBULE		77	0.18994065	0.6748962	0.98122066	0.99325633	1.0	4179	tags=36%, list=25%, signal=48%	
GOCC_NUCLEAR_REPLICATION_FORK	GOCC_NUCLEAR_REPLICATION_FORK		36	0.2076339	0.6667968	0.96567506	0.99004185	1.0	3434	tags=33%, list=21%, signal=42%	
GOCC_DNA_REPAIR_COMPLEX	GOCC_DNA_REPAIR_COMPLEX		19	0.22225358	0.62891287	0.9723618	1.0	1.0	1871	tags=16%, list=11%, signal=18%	
GOCC_PIGMENT_GRANULE	GOCC_PIGMENT_GRANULE		28	0.19589795	0.62873995	0.9578313	0.9930879	1.0	4391	tags=39%, list=26%, signal=53%	
GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX		22	0.20457554	0.59634775	0.95229983	0.9962144	1.0	3590	tags=23%, list=21%, signal=29%	
GOCC_AXOLEMMA	GOCC_AXOLEMMA		16	0.21891586	0.58246833	0.9635317	0.9912543	1.0	2620	tags=19%, list=16%, signal=22%	
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX		29	0.17066227	0.5379662	0.9977728	0.99177545	1.0	3692	tags=28%, list=22%, signal=35%	
